UserID,SessionID,Timestamp,EventType,ProductID,Amount
1,1,2024-01-01 23:09:51.956825,page_view,N/A,0.0
1,4,2024-01-02 00:15:51.420238,add_to_cart,prod_6144,0.0
1,5,2024-01-03 23:51:05.729189,logout,N/A,0.0
1,4,2024-01-04 09:25:49.705624,add_to_cart,prod_1102,0.0
1,8,2024-01-04 17:09:29.677060,click,N/A,0.0
1,9,2024-01-06 04:33:39.275154,page_view,N/A,0.0
1,8,2024-01-13 19:09:28.166082,product_view,prod_9816,0.0
1,7,2024-01-17 08:27:34.705063,add_to_cart,prod_5915,0.0
1,3,2024-01-19 15:04:33.065650,page_view,N/A,0.0
1,5,2024-01-19 16:51:29.413903,purchase,prod_6690,149.27004735392265
1,3,2024-01-21 19:23:27.047146,login,N/A,0.0
1,4,2024-01-27 10:05:11.806262,login,N/A,0.0
1,7,2024-01-28 08:26:04.060285,product_view,prod_1392,0.0
1,2,2024-01-30 21:47:38.829172,page_view,N/A,0.0
1,1,2024-02-01 05:13:26.944169,add_to_cart,prod_4965,0.0
1,3,2024-02-02 22:42:42.062903,add_to_cart,prod_8364,0.0
1,9,2024-02-08 19:45:50.281997,page_view,N/A,0.0
1,3,2024-02-13 21:58:06.439701,click,N/A,0.0
1,1,2024-02-14 15:41:53.071258,login,N/A,0.0
1,3,2024-02-15 12:46:46.387330,add_to_cart,prod_9851,0.0
1,4,2024-02-17 14:08:04.328681,page_view,N/A,0.0
1,5,2024-02-17 19:31:30.144156,purchase,prod_2362,35.606155713957904
1,1,2024-02-25 22:43:01.318876,add_to_cart,prod_3354,0.0
1,8,2024-02-26 22:44:58.872047,login,N/A,0.0
1,10,2024-02-27 23:10:22.034384,login,N/A,0.0
1,1,2024-03-05 22:01:00.072000,page_view,N/A,0.0
1,2,2024-03-06 23:01:09.517819,page_view,N/A,0.0
1,5,2024-03-07 03:03:13.896282,product_view,prod_5175,0.0
1,8,2024-03-07 17:56:51.547697,logout,N/A,0.0
1,3,2024-03-08 20:19:33.022016,login,N/A,0.0
1,1,2024-03-12 00:32:05.495638,add_to_cart,prod_4112,0.0
1,8,2024-03-12 12:49:18.901160,logout,N/A,0.0
1,7,2024-03-14 14:34:11.572553,add_to_cart,prod_2436,0.0
1,3,2024-03-15 05:22:41.094810,purchase,prod_5244,72.91361870063564
1,9,2024-03-16 05:05:39.027675,purchase,prod_3149,457.6279672342614
1,6,2024-03-18 21:56:10.116916,add_to_cart,prod_1192,0.0
1,4,2024-03-19 08:57:34.658875,add_to_cart,prod_5644,0.0
1,6,2024-03-21 10:26:12.092920,add_to_cart,prod_3223,0.0
1,6,2024-03-23 07:49:14.988877,logout,N/A,0.0
1,1,2024-03-23 22:08:10.568453,product_view,prod_8199,0.0
1,5,2024-03-26 15:44:57.294463,login,N/A,0.0
1,4,2024-03-30 23:57:26.855174,login,N/A,0.0
1,2,2024-03-31 07:56:23.690975,logout,N/A,0.0
1,9,2024-04-02 02:47:41.587589,product_view,prod_5478,0.0
1,7,2024-04-02 11:31:53.822525,product_view,prod_5109,0.0
1,8,2024-04-02 21:22:55.148412,product_view,prod_3790,0.0
1,6,2024-04-03 16:09:16.206551,add_to_cart,prod_4614,0.0
1,6,2024-04-06 00:24:04.366632,add_to_cart,prod_8028,0.0
1,8,2024-04-06 16:05:37.008622,login,N/A,0.0
1,6,2024-04-09 20:07:05.800551,page_view,N/A,0.0
1,5,2024-04-10 13:43:05.891055,purchase,prod_5113,454.1052765032477
1,4,2024-04-11 12:12:05.556512,page_view,N/A,0.0
1,10,2024-04-14 06:04:30.465499,add_to_cart,prod_2662,0.0
1,2,2024-04-20 05:07:46.892185,product_view,prod_2683,0.0
1,9,2024-04-25 22:28:12.923897,product_view,prod_8690,0.0
1,4,2024-04-26 13:36:29.713266,add_to_cart,prod_8066,0.0
1,7,2024-04-26 18:16:33.768392,add_to_cart,prod_5032,0.0
1,7,2024-04-27 18:46:07.943502,add_to_cart,prod_8998,0.0
1,8,2024-05-05 14:33:28.070529,login,N/A,0.0
1,8,2024-05-07 01:23:23.102360,page_view,N/A,0.0
1,10,2024-05-10 20:23:09.898996,login,N/A,0.0
1,10,2024-05-11 19:41:14.098535,logout,N/A,0.0
1,2,2024-05-16 22:00:13.041682,click,N/A,0.0
1,1,2024-05-20 23:13:38.011189,click,N/A,0.0
1,3,2024-05-29 13:33:10.268585,product_view,prod_9640,0.0
1,7,2024-05-30 23:54:59.607697,add_to_cart,prod_9103,0.0
1,6,2024-06-02 08:21:36.708797,product_view,prod_7475,0.0
1,5,2024-06-02 21:02:38.157739,click,N/A,0.0
1,9,2024-06-07 15:23:28.840982,purchase,prod_9687,459.3386403923263
1,9,2024-06-09 23:14:38.865203,add_to_cart,prod_8685,0.0
1,4,2024-06-10 00:08:42.715781,product_view,prod_5771,0.0
1,5,2024-06-14 21:48:43.125311,page_view,N/A,0.0
1,6,2024-06-15 04:30:08.607016,product_view,prod_9542,0.0
1,9,2024-06-27 04:30:04.344369,add_to_cart,prod_8010,0.0
1,5,2024-06-27 07:40:55.374830,purchase,prod_9946,359.58913623256626
1,2,2024-06-27 16:17:34.523695,page_view,N/A,0.0
1,1,2024-07-07 18:00:26.959902,page_view,N/A,0.0
1,4,2024-07-15 16:15:52.074487,purchase,prod_9886,7.677937741600427
1,3,2024-07-17 03:46:13.897763,add_to_cart,prod_6426,0.0
1,7,2024-07-18 01:56:58.108233,product_view,prod_3548,0.0
1,8,2024-07-18 14:43:52.480919,page_view,N/A,0.0
1,10,2024-07-22 20:10:14.181302,add_to_cart,prod_7361,0.0
2,4,2024-01-01 14:07:40.491141,add_to_cart,prod_8372,0.0
2,3,2024-01-03 01:39:14.214806,click,N/A,0.0
2,1,2024-01-04 03:53:06.596449,logout,N/A,0.0
2,7,2024-01-07 08:29:00.313651,purchase,prod_6365,186.82975650819932
2,5,2024-01-07 19:39:45.981693,login,N/A,0.0
2,9,2024-01-11 16:46:37.035492,click,N/A,0.0
2,3,2024-01-20 07:23:41.874270,purchase,prod_5291,92.79021854337398
2,2,2024-01-25 23:29:19.998646,page_view,N/A,0.0
2,10,2024-02-01 13:04:02.540578,product_view,prod_6444,0.0
2,1,2024-02-03 17:18:00.587124,click,N/A,0.0
2,1,2024-02-09 15:02:50.207177,page_view,N/A,0.0
2,10,2024-02-11 23:32:21.008069,click,N/A,0.0
2,6,2024-02-13 17:14:35.335386,click,N/A,0.0
2,2,2024-02-23 01:38:55.984961,purchase,prod_4500,199.35696936503544
2,9,2024-02-25 11:28:02.101002,add_to_cart,prod_7470,0.0
2,6,2024-02-29 03:58:00.339347,purchase,prod_6559,136.8863327997475
2,3,2024-03-06 10:57:15.847774,login,N/A,0.0
2,1,2024-03-09 21:41:01.985686,purchase,prod_9140,262.5236986694382
2,2,2024-03-10 13:57:27.202804,page_view,N/A,0.0
